status,scenario,case,source_hint,shape,size,dtype,forward_looking,restickify_count,total_elements,total_bytes,ring_rows,ring_total_bytes,ring_total_byte_hops,ring_avg_hops,ring_max_hops,ring_skip_reasons,ring_source_kinds,ring_exact_rows,ring_skipped_rows,sync_after_kernel,kernel_launch_log,kernel_launch_event_count,compile_run_ms,median_ms,p10_ms,p90_ms,profiler_event_count,profiler_device_event_count,profiler_total_device_ms,profiler_total_self_cpu_ms,profiler_interesting_event_count,profiler_trace_path,profiler_trace_error,profiler_events_json,profiler_events_csv,error_type,error
ok,producer_to_matmul,adds_then_matmul,in_graph_producer,512x512,512,float16,False,2,524288,1048576,0,0,0,0.000,0,{},{},0,0,False,/tmp/stage252-value-preservation-512/kernel_launches/adds_then_matmul_512.jsonl,4,2400.399,,,,0,0,0.000,0.000,0,,,,,,
