json,bundle,sdsc,op,op_key,cores,hbm_tensors,lx_tensors,pool_tensors,is_restickify_hbm,has_relayout_metadata,tensor_preview
/home/adnan/codex-isolated/flash-sdsc-20260701-033044/runs/baseline_noh2d_20260701_040758/cache/inductor-spyre/sdsc_fused_add_amax_exp_maximum_mul_sub_sum_transpose_unsqueeze_1_41uw4ts1/sdsc_295.json,sdsc_fused_add_amax_exp_maximum_mul_sub_sum_transpose_unsqueeze_1_41uw4ts1,sdsc_295.json,maximum,295_maximum,32,2,1,0,,,allocate-Tensor0_hbm component=hbm; allocate-Tensor1_lx component=lx; allocate-Tensor2_hbm component=hbm
/home/adnan/codex-isolated/flash-sdsc-20260701-033044/runs/baseline_noh2d_20260701_040758/cache/inductor-spyre/sdsc_fused_add_amax_exp_maximum_mul_sub_sum_transpose_unsqueeze_1_41uw4ts1/sdsc_296.json,sdsc_fused_add_amax_exp_maximum_mul_sub_sum_transpose_unsqueeze_1_41uw4ts1,sdsc_296.json,sub,296_sub,32,2,1,0,,,allocate-Tensor0_hbm component=hbm; allocate-Tensor1_hbm component=hbm; allocate-Tensor2_lx component=lx
/home/adnan/codex-isolated/flash-sdsc-20260701-033044/runs/baseline_noh2d_20260701_040758/cache/inductor-spyre/sdsc_fused_add_amax_exp_maximum_mul_sub_sum_transpose_unsqueeze_1_41uw4ts1/sdsc_297.json,sdsc_fused_add_amax_exp_maximum_mul_sub_sum_transpose_unsqueeze_1_41uw4ts1,sdsc_297.json,exp,297_exp,32,1,1,0,,,allocate-Tensor0_lx component=lx; allocate-Tensor1_hbm component=hbm
/home/adnan/codex-isolated/flash-sdsc-20260701-033044/runs/baseline_noh2d_20260701_040758/cache/inductor-spyre/sdsc_fused_add_amax_exp_maximum_mul_sub_sum_transpose_unsqueeze_1_41uw4ts1/sdsc_298.json,sdsc_fused_add_amax_exp_maximum_mul_sub_sum_transpose_unsqueeze_1_41uw4ts1,sdsc_298.json,mul,298_mul,32,2,1,0,,,allocate-Tensor0_hbm component=hbm; allocate-Tensor1_hbm component=hbm; allocate-Tensor2_lx component=lx
/home/adnan/codex-isolated/flash-sdsc-20260701-033044/runs/baseline_noh2d_20260701_040758/cache/inductor-spyre/sdsc_fused_add_amax_exp_maximum_mul_sub_sum_transpose_unsqueeze_1_41uw4ts1/sdsc_299.json,sdsc_fused_add_amax_exp_maximum_mul_sub_sum_transpose_unsqueeze_1_41uw4ts1,sdsc_299.json,sub,299_sub,32,1,2,0,,,allocate-Tensor0_lx component=lx; allocate-Tensor1_hbm component=hbm; allocate-Tensor2_lx component=lx
/home/adnan/codex-isolated/flash-sdsc-20260701-033044/runs/baseline_noh2d_20260701_040758/cache/inductor-spyre/sdsc_fused_add_amax_exp_maximum_mul_sub_sum_transpose_unsqueeze_1_41uw4ts1/sdsc_3.json,sdsc_fused_add_amax_exp_maximum_mul_sub_sum_transpose_unsqueeze_1_41uw4ts1,sdsc_3.json,batchmatmul,3_batchmatmul,32,3,0,0,,,allocate-Tensor0_hbm component=hbm; allocate-Tensor1_hbm component=hbm; allocate-Tensor2_hbm component=hbm
/home/adnan/codex-isolated/flash-sdsc-20260701-033044/runs/baseline_noh2d_20260701_040758/cache/inductor-spyre/sdsc_fused_add_amax_exp_maximum_mul_sub_sum_transpose_unsqueeze_1_41uw4ts1/sdsc_30.json,sdsc_fused_add_amax_exp_maximum_mul_sub_sum_transpose_unsqueeze_1_41uw4ts1,sdsc_30.json,add,30_add,32,1,2,0,,,allocate-Tensor0_lx component=lx; allocate-Tensor1_lx component=lx; allocate-Tensor2_hbm component=hbm
/home/adnan/codex-isolated/flash-sdsc-20260701-033044/runs/baseline_noh2d_20260701_040758/cache/inductor-spyre/sdsc_fused_add_amax_exp_maximum_mul_sub_sum_transpose_unsqueeze_1_41uw4ts1/sdsc_300.json,sdsc_fused_add_amax_exp_maximum_mul_sub_sum_transpose_unsqueeze_1_41uw4ts1,sdsc_300.json,exp,300_exp,32,0,2,0,,,allocate-Tensor0_lx component=lx; allocate-Tensor1_lx component=lx
/home/adnan/codex-isolated/flash-sdsc-20260701-033044/runs/baseline_noh2d_20260701_040758/cache/inductor-spyre/sdsc_fused_add_amax_exp_maximum_mul_sub_sum_transpose_unsqueeze_1_41uw4ts1/sdsc_301.json,sdsc_fused_add_amax_exp_maximum_mul_sub_sum_transpose_unsqueeze_1_41uw4ts1,sdsc_301.json,batchmatmul,301_batchmatmul,32,1,2,0,,,allocate-Tensor0_lx component=lx; allocate-Tensor1_hbm component=hbm; allocate-Tensor2_lx component=lx
/home/adnan/codex-isolated/flash-sdsc-20260701-033044/runs/baseline_noh2d_20260701_040758/cache/inductor-spyre/sdsc_fused_add_amax_exp_maximum_mul_sub_sum_transpose_unsqueeze_1_41uw4ts1/sdsc_302.json,sdsc_fused_add_amax_exp_maximum_mul_sub_sum_transpose_unsqueeze_1_41uw4ts1,sdsc_302.json,add,302_add,32,1,2,0,,,allocate-Tensor0_lx component=lx; allocate-Tensor1_lx component=lx; allocate-Tensor2_hbm component=hbm
