kernel,op,cores,alloc_tensor,role,component,layout_wkSlices,address,coreIdToWkSlice,schedule,json_file
sdsc_fused_linear_rms_norm_0,mul,32,Tensor1_lx,OUTPUT,lx,"512*/32, 4096",0x40000,mb=core_id out=0,32 cores scheduled,sdsc_fused_linear_rms_norm_0_q3h3jxzo/sdsc_5.json
sdsc_fused_linear_rms_norm_0,mul,32,Tensor2_lx,OUTPUT,lx,"512/32, 4096",0x0,mb=core_id out=0,32 cores scheduled,sdsc_fused_linear_rms_norm_0_q3h3jxzo/sdsc_5.json
sdsc_fused_linear_rms_norm_0,mul,32,Tensor0_lx,OUTPUT,lx,"512/32, 4096",0x0,mb=core_id out=0,32 cores scheduled,sdsc_fused_linear_rms_norm_0_q3h3jxzo/sdsc_6.json
sdsc_fused_linear_rms_norm_0,mul,32,Tensor1_hbm,OUTPUT,hbm,"4096, 512/32",-34,mb=core_id out=0,32 cores scheduled,sdsc_fused_linear_rms_norm_0_q3h3jxzo/sdsc_6.json
sdsc_fused_linear_rms_norm_0,mul,32,Tensor2_hbm,OUTPUT,hbm,"512/32, 4096","32 addrs, first=-66",mb=core_id out=0,32 cores scheduled,sdsc_fused_linear_rms_norm_0_q3h3jxzo/sdsc_6.json
sdsc_fused_linear_rms_norm_0,ReStickifyOpHBM,32,Tensor0_hbm,OUTPUT,hbm,"6144/32, 4096","32 addrs, first=-98",mb=core_id out=0,32 cores scheduled,sdsc_fused_linear_rms_norm_0_q3h3jxzo/sdsc_7.json
sdsc_fused_linear_rms_norm_0,ReStickifyOpHBM,32,Tensor1_hbm,KERNEL,hbm,"4096, 6144/32","32 addrs, first=-130",mb=core_id out=0,32 cores scheduled,sdsc_fused_linear_rms_norm_0_q3h3jxzo/sdsc_7.json
sdsc_fused_linear_rms_norm_0,batchmatmul,32,Tensor0_hbm,INPUT,hbm,"512/4, 4096","4 addrs, first=-134",in=0 mb=0..3 (4) out=0..7 (8),32 cores scheduled,sdsc_fused_linear_rms_norm_0_q3h3jxzo/sdsc_8.json
sdsc_fused_linear_rms_norm_0,batchmatmul,32,Tensor1_hbm,KERNEL,hbm,"4096, 6144/8","8 addrs, first=-142",in=0 mb=0..3 (4) out=0..7 (8),32 cores scheduled,sdsc_fused_linear_rms_norm_0_q3h3jxzo/sdsc_8.json
sdsc_fused_linear_rms_norm_0,batchmatmul,32,Tensor2_hbm,OUTPUT,hbm,"6144/8, 512/4","32 addrs, first=-174",in=0 mb=0..3 (4) out=0..7 (8),32 cores scheduled,sdsc_fused_linear_rms_norm_0_q3h3jxzo/sdsc_8.json
