prefill	QK^T	512x32x512x128	1_4_8_1	735.3993	734.542	729.028	743.662
prefill	QK^T	512x32x512x128	4_1_8_1	731.84065	731.0605	724.1220000000001	738.713
decode	attn@V	32x64x128x576	1_32_1_1	94.5974	94.4185	93.88	95.91699999999997
decode	attn@V	32x64x128x576	2_8_2_1	60.099549999999994	60.043499999999995	58.803	61.587999999999994
