status,scenario,case,source_hint,shape,size,dtype,forward_looking,restickify_count,total_elements,total_bytes,ring_rows,ring_total_bytes,ring_total_byte_hops,ring_avg_hops,ring_max_hops,ring_skip_reasons,ring_source_kinds,ring_exact_rows,ring_skipped_rows,sync_after_kernel,kernel_launch_log,kernel_launch_event_count,compile_run_ms,median_ms,p10_ms,p90_ms,profiler_event_count,profiler_device_event_count,profiler_total_device_ms,profiler_total_self_cpu_ms,profiler_interesting_event_count,profiler_trace_path,profiler_trace_error,profiler_events_json,profiler_events_csv,error_type,error
error,producer_to_matmul,computed_transpose_adds_then_matmul_tuple,in_graph_producer,,512,float16,False,0,0,0,0,0,0,0.000,0,{},{},0,0,False,,0,,,,,0,0,0.000,0.000,0,,,,,RuntimeError,"{""OpType"":""H2D"",""action"":""information"",""category"":""software"",""code"":""0x8758"",""description"":""An operation was submitted to a stream that has been marked for shutdown due to a prior hardware error."",""message"":""Cannot schedule operation on stream in error state"",""name"":""RAS::RUNTIMESCHEDULER::StreamInErrorState"",""severity"":""ERROR"",""step"":""Open ticket"",""type"":""runtime_error""}"
