json_file,root,op,cores,tensor,role,loc,layout_wkslices,address,coreIdToWkSlice,schedule
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused__scaled_dot_product_fused_attention_overrideable__unsafe_view_clone_expand_mul_split_with_sizes_sum_transpose_unsqueeze_view_1_tqe8_9v8/sdsc_9.json,9_add,add,32,1_Tensor1,OUTPUT,hbm+lx,"layout=out,x,mb; stick=out; stick_size=[64]",-0x135..-0x116 (32 unique),mb=0 out=0 x=core_id,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused__scaled_dot_product_fused_attention_overrideable__unsafe_view_clone_expand_mul_split_with_sizes_sum_transpose_unsqueeze_view_1_tqe8_9v8/sdsc_9.json,9_add,add,32,2_Tensor2,OUTPUT,lx,"layout=out,x,mb; stick=out; stick_size=[64]",0x80000,mb=0 out=0 x=core_id,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused__scaled_dot_product_fused_attention_overrideable_add_linear_mul_rms_norm_transpose_view_2_c5gbcdx9/sdsc_0.json,0_ReStickifyOpHBM,ReStickifyOpHBM,32,0_Tensor0,OUTPUT,hbm+lx,"layout=mb,out; stick=out; stick_size=[64]",-0x20..-0x1 (32 unique),mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused__scaled_dot_product_fused_attention_overrideable_add_linear_mul_rms_norm_transpose_view_2_c5gbcdx9/sdsc_0.json,0_ReStickifyOpHBM,ReStickifyOpHBM,32,1_Tensor1,KERNEL,hbm+lx,"layout=out,mb; stick=mb; stick_size=[64]",-0x40..-0x21 (32 unique),mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused__scaled_dot_product_fused_attention_overrideable_add_linear_mul_rms_norm_transpose_view_2_c5gbcdx9/sdsc_1.json,1_batchmatmul,batchmatmul,32,0_Tensor0,INPUT,hbm+lx,"layout=in,mb; stick=in; stick_size=[64]",-0x44..-0x41 (4 unique),in=0 mb=0:3 (4 unique) out=0:7 (8 unique),"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused__scaled_dot_product_fused_attention_overrideable_add_linear_mul_rms_norm_transpose_view_2_c5gbcdx9/sdsc_1.json,1_batchmatmul,batchmatmul,32,1_Tensor1,KERNEL,hbm+lx,"layout=in,out; stick=out; stick_size=[64]",-0x4c..-0x45 (8 unique),in=0 mb=0:3 (4 unique) out=0:7 (8 unique),"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused__scaled_dot_product_fused_attention_overrideable_add_linear_mul_rms_norm_transpose_view_2_c5gbcdx9/sdsc_1.json,1_batchmatmul,batchmatmul,32,2_Tensor2,OUTPUT,lx,"layout=out,mb; stick=out; stick_size=[64]",0x0,in=0 mb=0:3 (4 unique) out=0:7 (8 unique),"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused__scaled_dot_product_fused_attention_overrideable_add_linear_mul_rms_norm_transpose_view_2_c5gbcdx9/sdsc_2.json,2_mul,mul,32,0_Tensor0,OUTPUT,lx,"layout=out,mb; stick=out; stick_size=[64]",0x0,mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused__scaled_dot_product_fused_attention_overrideable_add_linear_mul_rms_norm_transpose_view_2_c5gbcdx9/sdsc_2.json,2_mul,mul,32,1_Tensor1,OUTPUT,hbm+lx,"layout=out,mb; stick=out; stick_size=[64]",-0x4d,mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused__scaled_dot_product_fused_attention_overrideable_add_linear_mul_rms_norm_transpose_view_2_c5gbcdx9/sdsc_2.json,2_mul,mul,32,2_Tensor2,OUTPUT,lx,"layout=out,mb; stick=out; stick_size=[64]",0x0,mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused__scaled_dot_product_fused_attention_overrideable_add_linear_mul_rms_norm_transpose_view_2_c5gbcdx9/sdsc_3.json,3_add,add,32,0_Tensor0,OUTPUT,lx,"layout=out,mb; stick=out; stick_size=[64]",0x0,mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused__scaled_dot_product_fused_attention_overrideable_add_linear_mul_rms_norm_transpose_view_2_c5gbcdx9/sdsc_3.json,3_add,add,32,1_Tensor1,OUTPUT,hbm+lx,"layout=out,mb; stick=out; stick_size=[64]",-0x6d..-0x4e (32 unique),mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused__scaled_dot_product_fused_attention_overrideable_add_linear_mul_rms_norm_transpose_view_2_c5gbcdx9/sdsc_3.json,3_add,add,32,2_Tensor2,OUTPUT,lx,"layout=out,mb; stick=out; stick_size=[64]",0x0,mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused__scaled_dot_product_fused_attention_overrideable_add_linear_mul_rms_norm_transpose_view_2_c5gbcdx9/sdsc_4.json,4_mul,mul,32,0_Tensor0,OUTPUT,lx,"layout=out,mb; stick=out; stick_size=[64]",0x0,mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused__scaled_dot_product_fused_attention_overrideable_add_linear_mul_rms_norm_transpose_view_2_c5gbcdx9/sdsc_4.json,4_mul,mul,32,1_Tensor1,OUTPUT,lx,"layout=out,mb; stick=out; stick_size=[64]",0x0,mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused__scaled_dot_product_fused_attention_overrideable_add_linear_mul_rms_norm_transpose_view_2_c5gbcdx9/sdsc_4.json,4_mul,mul,32,2_Tensor2,OUTPUT,lx,"layout=out,mb; stick=out; stick_size=[64]",0x20000,mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused__scaled_dot_product_fused_attention_overrideable_add_linear_mul_rms_norm_transpose_view_2_c5gbcdx9/sdsc_5.json,5_mean,mean,32,0_Tensor0,OUTPUT,lx,"layout=out,mb; stick=out; stick_size=[64]",0x20000,mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused__scaled_dot_product_fused_attention_overrideable_add_linear_mul_rms_norm_transpose_view_2_c5gbcdx9/sdsc_5.json,5_mean,mean,32,1_Tensor1,OUTPUT,lx,"layout=out,mb; stick=out; stick_size=[64]",0x40000,mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused__scaled_dot_product_fused_attention_overrideable_add_linear_mul_rms_norm_transpose_view_2_c5gbcdx9/sdsc_6.json,6_add,add,32,0_Tensor0,OUTPUT,lx,"layout=out,x; stick=x; stick_size=[64]",0x40000,out=core_id x=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused__scaled_dot_product_fused_attention_overrideable_add_linear_mul_rms_norm_transpose_view_2_c5gbcdx9/sdsc_6.json,6_add,add,32,1_Tensor1,OUTPUT,hbm+lx,"layout=out,x; stick=x; stick_size=[64]",-0x6e,out=core_id x=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused__scaled_dot_product_fused_attention_overrideable_add_linear_mul_rms_norm_transpose_view_2_c5gbcdx9/sdsc_6.json,6_add,add,32,2_Tensor2,OUTPUT,lx,"layout=out,x; stick=x; stick_size=[64]",0x40000,out=core_id x=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused__scaled_dot_product_fused_attention_overrideable_add_linear_mul_rms_norm_transpose_view_2_c5gbcdx9/sdsc_7.json,7_rsqrt,rsqrt,32,0_Tensor0,OUTPUT,lx,"layout=out,x; stick=x; stick_size=[64]",0x40000,out=core_id x=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused__scaled_dot_product_fused_attention_overrideable_add_linear_mul_rms_norm_transpose_view_2_c5gbcdx9/sdsc_7.json,7_rsqrt,rsqrt,32,1_Tensor1,OUTPUT,lx,"layout=out,x; stick=x; stick_size=[64]",0x40000,out=core_id x=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused__scaled_dot_product_fused_attention_overrideable_add_linear_mul_rms_norm_transpose_view_2_c5gbcdx9/sdsc_8.json,8_mul,mul,32,0_Tensor0,OUTPUT,lx,"layout=out,mb; stick=out; stick_size=[64]",0x0,mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused__scaled_dot_product_fused_attention_overrideable_add_linear_mul_rms_norm_transpose_view_2_c5gbcdx9/sdsc_8.json,8_mul,mul,32,1_Tensor1,OUTPUT,lx,"layout=out,mb; stick=out; stick_size=[64]",0x40000,mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused__scaled_dot_product_fused_attention_overrideable_add_linear_mul_rms_norm_transpose_view_2_c5gbcdx9/sdsc_8.json,8_mul,mul,32,2_Tensor2,OUTPUT,lx,"layout=out,mb; stick=out; stick_size=[64]",0x40800,mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused__scaled_dot_product_fused_attention_overrideable_add_linear_mul_rms_norm_transpose_view_2_c5gbcdx9/sdsc_9.json,9_mul,mul,32,0_Tensor0,OUTPUT,lx,"layout=mb,out; stick=out; stick_size=[64]",0x40800,mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused__scaled_dot_product_fused_attention_overrideable_add_linear_mul_rms_norm_transpose_view_2_c5gbcdx9/sdsc_9.json,9_mul,mul,32,1_Tensor1,OUTPUT,hbm+lx,"layout=mb,out; stick=out; stick_size=[64]",-0x6f,mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused__scaled_dot_product_fused_attention_overrideable_add_linear_mul_rms_norm_transpose_view_2_c5gbcdx9/sdsc_9.json,9_mul,mul,32,2_Tensor2,OUTPUT,hbm+lx,"layout=mb,out; stick=out; stick_size=[64]",-0x8f..-0x70 (32 unique),mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_add_linear_mul_silu_split_with_sizes_3_ruoowgn0/sdsc_0.json,0_ReStickifyOpHBM,ReStickifyOpHBM,25,0_Tensor0,OUTPUT,hbm+lx,"layout=mb,out; stick=out; stick_size=[64]",-0x19..-0x1 (25 unique),mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_add_linear_mul_silu_split_with_sizes_3_ruoowgn0/sdsc_0.json,0_ReStickifyOpHBM,ReStickifyOpHBM,25,1_Tensor1,KERNEL,hbm+lx,"layout=out,mb; stick=mb; stick_size=[64]",-0x32..-0x1a (25 unique),mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_add_linear_mul_silu_split_with_sizes_3_ruoowgn0/sdsc_1.json,1_batchmatmul,batchmatmul,32,0_Tensor0,INPUT,hbm+lx,"layout=mb,in; stick=in; stick_size=[64]",-0x36..-0x33 (4 unique),in=0 mb=0:3 (4 unique) out=0:7 (8 unique),"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_add_linear_mul_silu_split_with_sizes_3_ruoowgn0/sdsc_1.json,1_batchmatmul,batchmatmul,32,1_Tensor1,KERNEL,hbm+lx,"layout=in,out; stick=out; stick_size=[64]",-0x3e..-0x37 (8 unique),in=0 mb=0:3 (4 unique) out=0:7 (8 unique),"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_add_linear_mul_silu_split_with_sizes_3_ruoowgn0/sdsc_1.json,1_batchmatmul,batchmatmul,32,2_Tensor2,OUTPUT,hbm+lx,"layout=out,mb; stick=out; stick_size=[64]",-0x5e..-0x3f (32 unique),in=0 mb=0:3 (4 unique) out=0:7 (8 unique),"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_add_linear_mul_silu_split_with_sizes_3_ruoowgn0/sdsc_2.json,2_silu,silu,32,0_Tensor0,OUTPUT,hbm+lx,"layout=out,mb; stick=out; stick_size=[64]",-0x7e..-0x5f (32 unique),mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_add_linear_mul_silu_split_with_sizes_3_ruoowgn0/sdsc_2.json,2_silu,silu,32,1_Tensor1,OUTPUT,lx,"layout=out,mb; stick=out; stick_size=[64]",0x20000,mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_add_linear_mul_silu_split_with_sizes_3_ruoowgn0/sdsc_3.json,3_mul,mul,32,0_Tensor0,OUTPUT,lx,"layout=mb,out; stick=out; stick_size=[64]",0x20000,mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_add_linear_mul_silu_split_with_sizes_3_ruoowgn0/sdsc_3.json,3_mul,mul,32,1_Tensor1,OUTPUT,hbm+lx,"layout=mb,out; stick=out; stick_size=[64]",-0x9e..-0x7f (32 unique),mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_add_linear_mul_silu_split_with_sizes_3_ruoowgn0/sdsc_3.json,3_mul,mul,32,2_Tensor2,OUTPUT,hbm+lx,"layout=mb,out; stick=out; stick_size=[64]",-0xbe..-0x9f (32 unique),mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_add_linear_mul_silu_split_with_sizes_3_ruoowgn0/sdsc_4.json,4_ReStickifyOpHBM,ReStickifyOpHBM,25,0_Tensor0,OUTPUT,hbm+lx,"layout=mb,out; stick=out; stick_size=[64]",-0xd7..-0xbf (25 unique),mb=0 out=core_id,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_add_linear_mul_silu_split_with_sizes_3_ruoowgn0/sdsc_4.json,4_ReStickifyOpHBM,ReStickifyOpHBM,25,1_Tensor1,KERNEL,hbm+lx,"layout=out,mb; stick=mb; stick_size=[64]",-0xf0..-0xd8 (25 unique),mb=0 out=core_id,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_add_linear_mul_silu_split_with_sizes_3_ruoowgn0/sdsc_5.json,5_batchmatmul,batchmatmul,32,0_Tensor0,INPUT,hbm+lx,"layout=mb,in; stick=in; stick_size=[64]",-0xf8..-0xf1 (8 unique),in=0 mb=0:7 (8 unique) out=0:3 (4 unique),"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_add_linear_mul_silu_split_with_sizes_3_ruoowgn0/sdsc_5.json,5_batchmatmul,batchmatmul,32,1_Tensor1,KERNEL,hbm+lx,"layout=in,out; stick=out; stick_size=[64]",-0xfc..-0xf9 (4 unique),in=0 mb=0:7 (8 unique) out=0:3 (4 unique),"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_add_linear_mul_silu_split_with_sizes_3_ruoowgn0/sdsc_5.json,5_batchmatmul,batchmatmul,32,2_Tensor2,OUTPUT,lx,"layout=out,mb; stick=out; stick_size=[64]",0x20000,in=0 mb=0:7 (8 unique) out=0:3 (4 unique),"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_add_linear_mul_silu_split_with_sizes_3_ruoowgn0/sdsc_6.json,6_mul,mul,32,0_Tensor0,OUTPUT,lx,"layout=out,mb; stick=out; stick_size=[64]",0x20000,mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_add_linear_mul_silu_split_with_sizes_3_ruoowgn0/sdsc_6.json,6_mul,mul,32,1_Tensor1,OUTPUT,hbm+lx,"layout=out,mb; stick=out; stick_size=[64]",-0xfd,mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_add_linear_mul_silu_split_with_sizes_3_ruoowgn0/sdsc_6.json,6_mul,mul,32,2_Tensor2,OUTPUT,lx,"layout=out,mb; stick=out; stick_size=[64]",0x20000,mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_add_linear_mul_silu_split_with_sizes_3_ruoowgn0/sdsc_7.json,7_add,add,32,0_Tensor0,OUTPUT,lx,"layout=out,mb; stick=out; stick_size=[64]",0x20000,mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_add_linear_mul_silu_split_with_sizes_3_ruoowgn0/sdsc_7.json,7_add,add,32,1_Tensor1,OUTPUT,lx,"layout=out,mb; stick=out; stick_size=[64]",0x0,mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_add_linear_mul_silu_split_with_sizes_3_ruoowgn0/sdsc_7.json,7_add,add,32,2_Tensor2,OUTPUT,hbm+lx,"layout=out,mb; stick=out; stick_size=[64]",-0x11d..-0xfe (32 unique),mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_linear_rms_norm_0_uud_oq35/sdsc_0.json,0_mul,mul,32,0_Tensor0,OUTPUT,hbm+lx,"layout=out,mb; stick=out; stick_size=[64]",-0x20..-0x1 (32 unique),mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_linear_rms_norm_0_uud_oq35/sdsc_0.json,0_mul,mul,32,1_Tensor1,OUTPUT,hbm+lx,"layout=out,mb; stick=out; stick_size=[64]",-0x20..-0x1 (32 unique),mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_linear_rms_norm_0_uud_oq35/sdsc_0.json,0_mul,mul,32,2_Tensor2,OUTPUT,lx,"layout=out,mb; stick=out; stick_size=[64]",0x0,mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_linear_rms_norm_0_uud_oq35/sdsc_1.json,1_mean,mean,32,0_Tensor0,OUTPUT,lx,"layout=out,mb; stick=out; stick_size=[64]",0x0,mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_linear_rms_norm_0_uud_oq35/sdsc_1.json,1_mean,mean,32,1_Tensor1,OUTPUT,lx,"layout=out,mb; stick=out; stick_size=[64]",0x20000,mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_linear_rms_norm_0_uud_oq35/sdsc_2.json,2_add,add,32,0_Tensor0,OUTPUT,lx,"layout=out,x; stick=x; stick_size=[64]",0x20000,out=core_id x=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_linear_rms_norm_0_uud_oq35/sdsc_2.json,2_add,add,32,1_Tensor1,OUTPUT,hbm+lx,"layout=out,x; stick=x; stick_size=[64]",-0x21,out=core_id x=0,"all [[-1,0,0,0]]"
